Store,DayOfWeek,Promo,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,HasCompetition,Year,Month,Quarter,Day,Week,IsWeekend,lag1,lag7,lag14,lag30,roll7_mean,roll30_mean,IsHoliday
314,4,0,1,0,0,3560.0,10.0,2001.0,1,31.0,2013.0,1,2015,7,3,23,30,0,3793.0,5410.0,4031.0,6098.0,4634.285714285715,4800.6,0
315,5,0,0,0,2,38710.0,4.0,2013.0,0,0.0,0.0,1,2015,6,2,26,26,0,3735.0,4068.0,3646.0,4929.0,3616.714285714286,4199.6,0
316,2,1,0,3,0,9000.0,8.0,2001.0,0,0.0,0.0,1,2015,6,2,16,25,0,17089.0,9392.0,11115.0,11395.0,9836.285714285714,10609.2,0
317,1,1,0,3,0,3140.0,7.0,2013.0,1,14.0,2011.0,1,2015,7,3,13,29,0,5729.0,5851.0,4869.0,5639.0,5085.857142857143,5472.4,0
318,1,1,1,3,2,32330.0,3.0,2014.0,0,0.0,0.0,1,2015,7,3,27,31,0,4921.0,4632.0,7860.0,6425.0,5997.857142857143,7158.766666666666,0
319,2,1,0,0,2,570.0,9.0,2012.0,1,27.0,2012.0,1,2015,6,2,16,25,0,9727.0,7271.0,7003.0,5750.0,7094.428571428572,7559.466666666666,0
320,5,1,0,0,2,210.0,9.0,2012.0,0,0.0,0.0,1,2015,7,3,17,29,0,17512.0,15272.0,19404.0,11652.0,16531.0,15166.733333333334,0
321,1,0,0,2,2,8140.0,11.0,2013.0,1,10.0,2014.0,1,2015,7,3,6,28,0,5088.0,6720.0,7131.0,8980.0,6888.428571428572,6169.666666666667,0
322,3,1,0,0,0,17500.0,4.0,2001.0,1,37.0,2009.0,1,2015,6,2,3,23,0,7727.0,5136.0,2087.0,1810.0,5470.857142857143,5421.633333333333,0
323,2,1,0,3,2,8400.0,4.0,2012.0,1,5.0,2013.0,1,2015,6,2,2,23,0,10468.0,8536.0,9597.0,6504.0,8055.428571428572,8288.933333333332,0
324,2,0,0,0,0,13140.0,0.0,0.0,1,14.0,2011.0,0,2015,6,2,23,26,0,5170.0,8259.0,1747.0,8815.0,5822.285714285715,5374.766666666666,0
325,2,0,1,0,2,350.0,3.0,2011.0,1,22.0,2011.0,1,2015,7,3,21,30,0,5838.0,8006.0,3308.0,8012.0,6385.857142857143,5995.733333333334,0
326,1,0,0,3,0,10070.0,5.0,2015.0,1,31.0,2013.0,1,2015,6,2,22,26,0,5140.0,6798.0,9024.0,6831.0,6264.857142857143,5826.9,0
327,5,1,0,2,2,1390.0,12.0,2004.0,0,0.0,0.0,1,2015,6,2,5,23,0,8125.0,7167.0,9298.0,8952.0,8930.285714285714,8570.7,0
328,4,0,0,0,0,3130.0,7.0,2002.0,0,0.0,0.0,1,2015,6,2,25,26,0,4327.0,5178.0,4225.0,5086.0,4143.285714285715,4564.033333333334,0
329,3,0,0,0,0,1310.0,6.0,1990.0,1,22.0,2012.0,1,2015,6,2,24,26,0,6147.0,9061.0,7224.0,9591.0,7265.142857142857,7550.833333333333,0
330,5,0,1,0,2,370.0,0.0,0.0,1,22.0,2012.0,0,2015,7,3,24,30,0,3301.0,4187.0,2901.0,5031.0,3535.4285714285716,3891.3333333333335,0
331,1,1,0,0,2,670.0,0.0,0.0,1,14.0,2015.0,0,2015,6,2,1,23,0,4553.0,5566.0,6771.0,4662.0,5399.857142857143,5949.3,0
332,2,0,0,0,0,1840.0,3.0,2006.0,0,0.0,0.0,1,2015,7,3,7,28,0,4644.0,5882.0,1533.0,5353.0,4417.285714285715,3704.8333333333335,0
333,4,0,0,0,2,3720.0,2.0,2010.0,0,0.0,0.0,1,2015,6,2,11,24,0,7996.0,12026.0,10385.0,10925.0,9767.714285714286,10590.833333333334,0
334,3,0,0,3,2,4040.0,8.0,2008.0,1,18.0,2013.0,1,2015,6,2,24,26,0,4166.0,5789.0,5184.0,7087.0,5139.714285714285,5582.233333333334,0
335,4,1,1,1,0,90.0,0.0,0.0,1,31.0,2013.0,0,2015,7,3,16,29,0,18097.0,11849.0,15360.0,20930.0,14267.142857142857,14249.533333333333,0
336,5,1,0,0,0,190.0,7.0,2014.0,0,0.0,0.0,1,2015,6,2,19,25,0,12654.0,11725.0,18640.0,11278.0,13846.142857142857,14066.833333333334,0
337,2,1,0,3,2,10600.0,7.0,2005.0,1,45.0,2014.0,1,2015,6,2,30,27,0,6535.0,4121.0,6104.0,5951.0,4850.285714285715,5388.3,0
338,5,0,0,0,2,1590.0,0.0,0.0,1,37.0,2009.0,0,2015,6,2,26,26,0,5626.0,6959.0,5226.0,7546.0,6209.857142857143,6865.566666666667,0
339,4,1,1,0,2,2280.0,0.0,0.0,1,10.0,2013.0,0,2015,7,3,30,31,0,5976.0,5094.0,7027.0,4939.0,5540.142857142857,5439.866666666667,0
340,3,0,0,0,2,8080.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,10,24,0,5437.0,8608.0,5096.0,10034.0,6948.0,6987.666666666667,0
341,6,0,0,0,0,190.0,9.0,2011.0,0,0.0,0.0,1,2015,6,2,27,26,1,4700.0,5466.0,4876.0,6051.0,4869.0,5839.6,0
342,2,1,1,3,2,15770.0,0.0,0.0,1,40.0,2014.0,0,2015,6,2,2,23,0,14445.0,13316.0,13111.0,9856.0,11236.714285714286,11994.733333333334,0
343,3,1,1,3,0,18650.0,4.0,2004.0,1,14.0,2014.0,1,2015,7,3,1,27,0,13461.0,6624.0,11927.0,6613.0,8668.142857142857,8278.066666666668,0
344,4,1,1,0,2,300.0,4.0,2011.0,1,14.0,2011.0,1,2015,7,3,30,31,0,10490.0,7487.0,12656.0,7568.0,9137.714285714286,9647.3,0
345,1,0,0,0,0,120.0,0.0,0.0,1,22.0,2012.0,0,2015,7,3,20,30,0,3438.0,2835.0,4839.0,5703.0,4476.857142857143,4295.033333333334,0
346,5,0,1,0,2,8090.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,24,30,0,6371.0,7929.0,6650.0,8754.0,6952.285714285715,7479.266666666666,0
347,2,1,0,3,2,9360.0,7.0,2013.0,1,22.0,2012.0,1,2015,6,2,30,27,0,6727.0,4245.0,6221.0,5532.0,4909.428571428572,5351.166666666667,0
348,6,0,0,0,0,16490.0,0.0,0.0,1,22.0,2012.0,0,2015,6,2,6,23,1,11880.0,6954.0,10492.0,9482.0,9485.42857142857,9481.366666666667,0
349,6,0,0,2,2,1490.0,4.0,2009.0,0,0.0,0.0,1,2015,7,3,4,27,1,9183.0,7170.0,8371.0,9505.0,9237.857142857143,8900.966666666667,0
350,4,0,0,3,0,8880.0,0.0,0.0,1,14.0,2011.0,0,2015,7,3,9,28,0,5478.0,5993.0,4995.0,10245.0,6410.142857142857,7130.6,0
351,3,1,0,0,0,5290.0,11.0,2012.0,1,5.0,2013.0,1,2015,6,2,17,25,0,7449.0,5266.0,6232.0,5531.0,6120.285714285715,6498.366666666667,0
352,2,1,0,3,2,6360.0,0.0,0.0,1,40.0,2012.0,0,2015,6,2,2,23,0,8255.0,6119.0,7379.0,6064.0,6904.285714285715,7099.3,0
353,2,0,0,1,1,900.0,0.0,0.0,1,14.0,2013.0,0,2015,6,2,9,24,0,6445.0,7313.0,6814.0,9083.0,7528.571428571428,7276.5,0
354,5,1,1,3,2,1500.0,10.0,2005.0,0,0.0,0.0,1,2015,7,3,3,27,0,8875.0,6673.0,9573.0,6785.0,9247.285714285714,9125.066666666668,0
355,5,1,0,0,2,9720.0,8.0,2013.0,0,0.0,0.0,1,2015,6,2,19,25,0,8965.0,9045.0,9822.0,9311.0,8962.857142857143,9030.0,0
356,5,1,1,3,2,8970.0,12.0,2007.0,1,22.0,2012.0,1,2015,6,2,5,23,0,7701.0,5266.0,7137.0,7759.0,6603.428571428572,6888.766666666666,0
357,5,0,0,0,0,2060.0,10.0,2008.0,0,0.0,0.0,1,2015,6,2,26,26,0,6438.0,8157.0,6538.0,7678.0,6881.714285714285,7757.133333333333,0
358,4,1,1,0,0,2890.0,10.0,2003.0,0,0.0,0.0,1,2015,7,3,30,31,0,10326.0,7377.0,11239.0,7737.0,9243.142857142857,9809.0,0
359,1,0,0,3,2,4370.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,22,26,0,7343.0,7387.0,8349.0,8490.0,7119.428571428572,7091.133333333333,0
360,2,1,0,0,0,2040.0,6.0,2007.0,0,0.0,0.0,1,2015,6,2,16,25,0,11325.0,7600.0,6088.0,5952.0,6902.285714285715,7161.066666666667,0
361,4,1,1,2,2,4490.0,5.0,2014.0,1,5.0,2013.0,1,2015,7,3,16,29,0,6884.0,5259.0,7355.0,4971.0,6731.285714285715,6256.833333333333,0
362,5,0,0,2,2,340.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,24,30,0,8109.0,10174.0,8251.0,9421.0,8651.285714285714,9224.2,0
363,6,0,0,0,0,250.0,9.0,2009.0,0,0.0,0.0,1,2015,7,3,18,29,1,7583.0,6435.0,9226.0,5681.0,8158.285714285715,7585.966666666666,0
364,6,0,0,0,2,13620.0,0.0,0.0,1,10.0,2014.0,0,2015,7,3,18,29,1,5178.0,4816.0,5286.0,3438.0,5523.714285714285,5297.566666666667,0
365,5,0,0,2,0,2410.0,0.0,0.0,1,45.0,2009.0,0,2015,7,3,24,30,0,4361.0,5971.0,4693.0,5466.0,4824.142857142857,5359.2,0
366,1,1,0,3,2,6470.0,12.0,2004.0,0,0.0,0.0,1,2015,6,2,15,25,0,3545.0,3317.0,7745.0,6689.0,4983.142857142857,6021.866666666667,0
367,2,0,0,3,2,2640.0,9.0,2012.0,0,0.0,0.0,1,2015,7,3,7,28,0,5145.0,9824.0,4645.0,6824.0,6888.857142857143,5556.4,0
368,4,1,1,3,2,1450.0,4.0,2005.0,1,45.0,2009.0,1,2015,7,3,30,31,0,13674.0,7268.0,12139.0,6589.0,10865.57142857143,10185.9,0
369,5,0,0,3,2,5870.0,4.0,2014.0,0,0.0,0.0,1,2015,7,3,10,28,0,5903.0,6793.0,4286.0,9809.0,6282.285714285715,6462.566666666667,0
370,3,0,1,3,0,8250.0,10.0,2000.0,1,31.0,2009.0,1,2015,7,3,8,28,0,6661.0,14142.0,6636.0,10042.0,8661.0,8248.6,0
371,1,1,0,3,2,1970.0,7.0,2009.0,1,45.0,2014.0,1,2015,6,2,15,25,0,6609.0,5910.0,5822.0,7169.0,5239.857142857143,6736.766666666666,0
372,1,1,0,3,2,4880.0,8.0,2010.0,1,18.0,2014.0,1,2015,6,2,1,23,0,9437.0,9195.0,9026.0,6244.0,8787.714285714286,9807.5,0
373,5,0,0,3,2,11120.0,0.0,0.0,1,22.0,2012.0,0,2015,7,3,24,30,0,3883.0,4256.0,4535.0,5564.0,4360.0,4555.833333333333,0
374,3,1,0,0,0,1150.0,9.0,2007.0,0,0.0,0.0,1,2015,6,2,17,25,0,8718.0,7277.0,11029.0,7690.0,7364.714285714285,7607.866666666667,0
375,2,1,0,0,2,15710.0,2.0,2013.0,1,37.0,2009.0,1,2015,6,2,30,27,0,16145.0,7052.0,4079.0,8767.0,7913.857142857143,9111.2,0
376,4,0,1,0,0,160.0,8.0,2012.0,0,0.0,0.0,1,2015,7,3,23,30,0,5963.0,11044.0,6696.0,8929.0,7879.714285714285,8021.133333333333,0
377,4,1,0,0,2,100.0,6.0,2010.0,1,18.0,2010.0,1,2015,7,3,2,27,0,10801.0,6113.0,10263.0,8099.0,8809.714285714286,8395.5,0
378,4,1,1,0,2,2140.0,8.0,2012.0,0,0.0,0.0,1,2015,7,3,2,27,0,8340.0,5623.0,9112.0,5478.0,7584.285714285715,7272.0,0
379,4,1,0,3,0,6630.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,4,23,0,4952.0,3800.0,6002.0,5074.0,4896.714285714285,4593.466666666666,0
380,1,0,1,0,0,2240.0,5.0,2013.0,1,10.0,2014.0,1,2015,7,3,20,30,0,12147.0,13526.0,15398.0,21178.0,14953.42857142857,14674.066666666668,0
381,5,1,1,0,0,1800.0,11.0,2006.0,1,5.0,2013.0,1,2015,7,3,17,29,0,9918.0,8896.0,11810.0,7294.0,9582.0,9168.966666666667,0
382,4,1,0,2,2,26130.0,11.0,2002.0,0,0.0,0.0,1,2015,6,2,4,23,0,8093.0,6504.0,11438.0,12586.0,8509.285714285714,8505.366666666667,0
383,2,0,0,0,2,350.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,9,24,0,15392.0,19433.0,17606.0,26527.0,19713.285714285714,18341.533333333333,0
384,3,1,1,0,2,130.0,0.0,0.0,1,14.0,2011.0,0,2015,7,3,29,31,0,12573.0,8511.0,14383.0,7418.0,8883.285714285714,9148.166666666666,0
385,6,0,0,3,0,4580.0,9.0,2007.0,0,0.0,0.0,1,2015,6,2,27,26,1,4798.0,8133.0,4978.0,9263.0,5852.714285714285,7355.8,0
386,5,0,0,3,2,1460.0,4.0,2014.0,1,31.0,2013.0,1,2015,6,2,26,26,0,5479.0,7839.0,4722.0,7324.0,6399.285714285715,6982.8,0
387,1,0,0,2,0,210.0,0.0,0.0,1,36.0,2013.0,0,2015,6,2,22,26,0,7051.0,7439.0,12171.0,9582.0,10342.714285714286,9822.5,0
388,2,0,1,0,0,2260.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,21,30,0,8790.0,14693.0,8318.0,13077.0,10975.0,10353.633333333333,0
389,2,1,0,0,2,6690.0,8.0,2011.0,0,0.0,0.0,1,2015,6,2,16,25,0,15582.0,10122.0,9376.0,8075.0,10114.285714285714,10778.1,0
390,5,1,0,0,2,1600.0,4.0,2009.0,0,0.0,0.0,1,2015,6,2,5,23,0,13980.0,9873.0,13396.0,13661.0,13537.285714285714,13279.766666666666,0
391,4,0,1,0,0,460.0,11.0,2014.0,1,31.0,2013.0,1,2015,7,3,9,28,0,4403.0,6865.0,4986.0,6875.0,5130.857142857143,5535.566666666667,0
392,6,0,0,0,0,2120.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,11,28,1,6280.0,7732.0,6684.0,4484.0,6290.428571428572,7302.1,0
393,3,1,1,3,2,4820.0,3.0,2008.0,0,0.0,0.0,1,2015,7,3,1,27,0,7192.0,4429.0,9795.0,5572.0,6048.285714285715,6290.466666666666,0
394,3,0,0,3,0,10850.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,8,28,0,6732.0,11306.0,7095.0,11203.0,9011.57142857143,8966.466666666667,0
395,4,1,1,0,0,3620.0,2.0,2013.0,0,0.0,0.0,1,2015,7,3,30,31,0,4053.0,2545.0,4861.0,3477.0,3581.285714285714,3884.5333333333333,0
396,3,1,0,0,2,23130.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,1,27,0,16603.0,8292.0,15710.0,9709.0,10394.285714285714,10421.366666666667,0
397,4,0,1,0,2,130.0,0.0,0.0,1,27.0,2013.0,0,2015,7,3,23,30,0,4649.0,7293.0,5108.0,6956.0,5559.428571428572,5818.866666666667,0
398,1,0,0,2,2,1540.0,0.0,0.0,1,1.0,2012.0,0,2015,6,2,8,24,0,5155.0,6958.0,5199.0,8634.0,6562.714285714285,6067.466666666666,0
399,6,0,0,0,0,5360.0,9.0,2012.0,1,40.0,2011.0,1,2015,6,2,27,26,1,4793.0,6692.0,4874.0,7522.0,5021.142857142857,6066.633333333333,0
400,5,1,1,0,0,70.0,11.0,2004.0,1,14.0,2011.0,1,2015,7,3,31,31,0,9654.0,7092.0,11208.0,6854.0,9015.0,8709.666666666666,0
401,4,0,0,0,2,9200.0,10.0,2009.0,1,14.0,2012.0,1,2015,6,2,25,26,0,6734.0,9119.0,7176.0,8782.0,7058.857142857143,7487.766666666666,0
402,4,1,0,2,2,5830.0,9.0,2011.0,1,13.0,2010.0,1,2015,7,3,2,27,0,5422.0,4572.0,6389.0,5209.0,5956.0,5847.2,0
403,3,1,1,0,0,4970.0,7.0,2015.0,0,0.0,0.0,1,2015,7,3,29,31,0,8546.0,6943.0,11754.0,7909.0,7057.571428571428,7600.7,0
404,5,0,0,0,2,1420.0,0.0,0.0,1,10.0,2013.0,0,2015,7,3,24,30,0,4588.0,5879.0,5410.0,5771.0,4783.571428571428,4986.7,0
405,2,0,1,0,0,1080.0,4.0,2008.0,1,14.0,2011.0,1,2015,7,3,7,28,0,3895.0,9227.0,3222.0,8639.0,5698.285714285715,4956.9,0
406,5,1,0,3,2,8240.0,3.0,2001.0,1,10.0,2013.0,1,2015,6,2,5,23,0,9549.0,5200.0,9551.0,9645.0,8118.857142857143,7996.5,0
407,4,1,0,0,0,5890.0,10.0,2003.0,1,14.0,2011.0,1,2015,7,3,2,27,0,4569.0,3418.0,4804.0,4183.0,4179.0,4342.466666666666,0
408,5,0,0,2,0,1560.0,0.0,0.0,1,45.0,2009.0,0,2015,7,3,24,30,0,4433.0,5025.0,4170.0,5458.0,4557.0,4823.7,0
409,3,1,0,3,2,840.0,0.0,0.0,1,1.0,2013.0,0,2015,7,3,1,27,0,9693.0,5691.0,8327.0,6309.0,6598.285714285715,6297.3,0
410,3,0,1,2,0,40.0,11.0,2011.0,1,22.0,2012.0,1,2015,7,3,22,30,0,4407.0,8420.0,5600.0,8991.0,6422.857142857143,6390.066666666667,0
411,2,1,0,3,2,8460.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,30,27,0,14444.0,6742.0,10034.0,10000.0,8312.142857142857,9923.733333333334,0
412,4,1,0,3,2,4460.0,0.0,0.0,1,39.0,2010.0,0,2015,7,3,2,27,0,7650.0,6671.0,11029.0,7629.0,9685.714285714286,9614.966666666667,0
413,5,1,0,0,2,760.0,9.0,2014.0,0,0.0,0.0,1,2015,7,3,3,27,0,8569.0,6009.0,8158.0,6722.0,7819.428571428572,7265.5,0
414,1,1,0,3,2,6210.0,0.0,0.0,1,1.0,2013.0,0,2015,6,2,1,23,0,7954.0,8084.0,7363.0,5860.0,7077.285714285715,7203.966666666666,0
415,5,0,0,3,2,6910.0,4.0,2005.0,0,0.0,0.0,1,2015,7,3,24,30,0,5841.0,6768.0,5834.0,7308.0,5978.0,6284.7,0
416,2,1,0,0,2,4650.0,6.0,2014.0,0,0.0,0.0,1,2015,7,3,14,29,0,16014.0,11701.0,10342.0,10151.0,11264.0,11262.166666666666,0
417,2,1,1,0,2,840.0,0.0,0.0,1,10.0,2014.0,0,2015,6,2,30,27,0,12746.0,6018.0,5039.0,5044.0,6812.428571428572,7277.633333333333,0
418,6,0,0,0,0,1060.0,5.0,2009.0,1,27.0,2011.0,1,2015,7,3,25,30,1,4865.0,6006.0,4374.0,3594.0,4261.285714285715,4994.433333333333,0
419,2,1,0,2,0,1620.0,9.0,2009.0,0,0.0,0.0,1,2015,6,2,30,27,0,7573.0,4660.0,3996.0,5261.0,4553.857142857143,5451.633333333333,0
420,6,0,0,3,2,250.0,0.0,0.0,1,27.0,2012.0,0,2015,7,3,18,29,1,5329.0,4234.0,4459.0,5445.0,5284.714285714285,5125.8,0
421,1,1,1,2,2,3530.0,6.0,2012.0,1,35.0,2012.0,1,2015,7,3,27,31,0,12345.0,11605.0,8622.0,7115.0,9786.0,9634.833333333334,0
422,1,0,0,0,2,2880.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,8,24,0,4530.0,4164.0,4648.0,5776.0,4842.285714285715,4668.066666666667,0
423,3,0,0,1,0,1270.0,5.0,2014.0,0,0.0,0.0,1,2015,6,2,24,26,0,10195.0,11474.0,9853.0,16819.0,11564.0,11809.6,0
424,4,0,1,3,2,1250.0,0.0,0.0,1,40.0,2011.0,0,2015,7,3,23,30,0,5999.0,7955.0,6455.0,7810.0,6809.0,7419.7,0
425,3,0,1,3,2,1460.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,8,28,0,3031.0,5171.0,3128.0,4537.0,3504.0,3442.5333333333333,0
426,1,1,0,0,0,250.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,15,25,0,4214.0,4244.0,4152.0,6259.0,4298.857142857143,5183.466666666666,0
427,5,1,0,0,2,70.0,7.0,2005.0,1,13.0,2010.0,1,2015,7,3,3,27,0,6377.0,6033.0,8570.0,5953.0,8776.57142857143,7822.933333333333,0
428,2,1,0,3,0,2960.0,12.0,2014.0,1,23.0,2015.0,1,2015,6,2,30,27,0,9721.0,5369.0,5274.0,7516.0,6289.714285714285,6651.466666666666,0
429,1,1,1,3,2,16350.0,7.0,2005.0,1,31.0,2013.0,1,2015,6,2,1,23,0,5177.0,5964.0,6030.0,3993.0,5108.142857142857,5412.7,0
430,1,0,0,3,2,12870.0,10.0,2008.0,0,0.0,0.0,1,2015,7,3,20,30,0,8946.0,9407.0,10043.0,13250.0,9554.57142857143,8958.633333333333,0
431,1,1,1,3,2,4520.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,13,29,0,8699.0,9228.0,8696.0,9947.0,8762.285714285714,9635.666666666666,0
432,3,1,0,0,0,810.0,5.0,2013.0,0,0.0,0.0,1,2015,6,2,17,25,0,13780.0,10929.0,16055.0,11497.0,11478.857142857143,11815.633333333333,0
433,1,1,0,0,2,30030.0,11.0,2010.0,0,0.0,0.0,1,2015,6,2,1,23,0,1971.0,1401.0,7522.0,5483.0,4293.0,4780.966666666666,0
434,4,1,0,0,0,13020.0,8.0,2003.0,1,40.0,2014.0,1,2015,7,3,30,31,0,10680.0,7137.0,10530.0,8218.0,10037.0,10225.933333333332,0
435,4,0,0,0,0,910.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,11,24,0,2840.0,4118.0,2228.0,4492.0,3516.8571428571427,3459.633333333333,0
436,1,0,0,3,0,2300.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,6,28,0,3993.0,4128.0,6068.0,7835.0,5877.571428571428,5525.9,0
437,3,1,0,2,2,430.0,0.0,0.0,1,50.0,2010.0,0,2015,6,2,17,25,0,8539.0,5568.0,9177.0,6058.0,6764.142857142857,7225.5,0
438,3,1,0,3,2,1110.0,0.0,0.0,1,40.0,2012.0,0,2015,6,2,3,23,0,6635.0,4965.0,3785.0,3938.0,6211.142857142857,6082.166666666667,0
439,4,0,0,0,0,1350.0,9.0,2009.0,0,0.0,0.0,1,2015,6,2,25,26,0,6064.0,7691.0,6322.0,7525.0,6409.571428571428,7247.7,0
440,3,1,0,3,0,3900.0,4.0,2005.0,1,45.0,2009.0,1,2015,7,3,1,27,0,7729.0,4352.0,7652.0,5330.0,5178.857142857143,5420.866666666667,0
441,2,0,1,3,0,2530.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,21,30,0,6152.0,8973.0,6416.0,7207.0,6899.714285714285,6761.533333333334,0
442,5,1,0,2,0,500.0,0.0,0.0,1,45.0,2009.0,0,2015,6,2,19,25,0,5025.0,2971.0,5511.0,3540.0,4885.857142857143,4770.0,0
443,4,0,1,3,0,11400.0,12.0,2005.0,0,0.0,0.0,1,2015,7,3,23,30,0,3565.0,6659.0,3913.0,5327.0,4775.285714285715,5030.433333333333,0
444,2,0,0,2,0,1700.0,11.0,2009.0,0,0.0,0.0,1,2015,6,2,9,24,0,10525.0,14232.0,11083.0,17908.0,11645.285714285714,11936.033333333333,0
445,2,1,1,0,0,240.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,30,27,0,10903.0,5938.0,11903.0,11538.0,8140.285714285715,9300.4,0
446,6,0,0,0,0,340.0,10.0,2000.0,1,31.0,2013.0,1,2015,6,2,13,24,1,4095.0,5916.0,4688.0,5712.0,4239.428571428572,4933.4,0
447,2,0,0,0,2,1510.0,9.0,2013.0,0,0.0,0.0,1,2015,7,3,7,28,0,6765.0,7300.0,4493.0,6493.0,6528.571428571428,5538.933333333333,0
448,5,0,0,0,2,3970.0,9.0,2009.0,0,0.0,0.0,1,2015,6,2,12,24,0,8072.0,11933.0,9550.0,9032.0,8832.285714285714,8990.8,0
449,5,0,0,0,2,120.0,12.0,2014.0,1,37.0,2009.0,1,2015,7,3,10,28,0,9065.0,10479.0,9274.0,13330.0,8899.142857142857,10290.7,0
450,5,0,0,2,0,5780.0,11.0,1994.0,1,10.0,2014.0,1,2015,6,2,26,26,0,8094.0,11157.0,6730.0,9800.0,8126.142857142857,9026.5,0
451,3,0,0,0,0,2460.0,4.0,2009.0,1,13.0,2010.0,1,2015,7,3,22,30,0,4688.0,6860.0,5814.0,6023.0,5788.714285714285,5656.666666666667,0
452,4,0,1,0,2,1850.0,8.0,2013.0,1,5.0,2011.0,1,2015,7,3,23,30,0,3631.0,5177.0,4048.0,5118.0,4584.714285714285,4696.333333333333,0
453,3,1,0,0,2,75860.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,15,29,0,12540.0,11950.0,13082.0,12585.0,10356.0,9465.266666666666,0
454,5,0,0,0,0,26450.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,26,26,0,4403.0,6578.0,5865.0,5658.0,4723.142857142857,5716.333333333333,0
455,4,0,0,3,2,7660.0,9.0,2010.0,0,0.0,0.0,1,2015,7,3,23,30,0,6091.0,8006.0,7532.0,8050.0,7148.571428571428,7991.7,0
456,2,0,1,0,2,140.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,21,30,0,4925.0,7799.0,3790.0,8355.0,6148.857142857143,5994.366666666667,0
457,4,0,0,3,2,13140.0,0.0,0.0,1,31.0,2013.0,0,2015,6,2,25,26,0,3325.0,5518.0,4672.0,5645.0,4995.0,5523.3,0
458,1,1,0,2,0,3390.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,15,25,0,9950.0,9857.0,5806.0,7420.0,6981.142857142857,8014.833333333333,0
459,1,0,0,0,0,250.0,9.0,2008.0,1,5.0,2013.0,1,2015,6,2,8,24,0,6134.0,6933.0,10436.0,15589.0,10406.142857142857,9797.633333333333,0
460,5,0,0,0,0,34050.0,4.0,2008.0,0,0.0,0.0,1,2015,7,3,10,28,0,4036.0,5137.0,2647.0,4247.0,3555.1428571428573,3625.866666666667,0
461,1,0,0,3,2,1790.0,7.0,2013.0,1,40.0,2013.0,1,2015,6,2,8,24,0,3823.0,4221.0,5360.0,6198.0,5276.571428571428,5186.3,0
462,3,0,0,0,0,44320.0,8.0,2008.0,0,0.0,0.0,1,2015,6,2,10,24,0,4563.0,6643.0,2514.0,6587.0,4814.142857142857,4876.0,0
463,4,1,1,0,0,4160.0,0.0,0.0,0,0.0,0.0,0,2015,7,3,16,29,0,6833.0,5424.0,9199.0,5554.0,5989.857142857143,6288.933333333333,0
464,4,1,1,2,0,520.0,3.0,2009.0,0,0.0,0.0,1,2015,7,3,16,29,0,11644.0,9684.0,12549.0,7883.0,11126.714285714286,10452.0,0
465,2,1,0,3,2,10890.0,4.0,2005.0,0,0.0,0.0,1,2015,6,2,30,27,0,11656.0,6241.0,8151.0,7853.0,6951.571428571428,8286.066666666668,0
466,4,1,0,0,2,3110.0,3.0,2003.0,0,0.0,0.0,1,2015,6,2,18,25,0,9495.0,7184.0,13283.0,7409.0,8523.857142857143,8277.433333333332,0
467,6,0,0,0,2,20390.0,4.0,2008.0,0,0.0,0.0,1,2015,7,3,25,30,1,10294.0,11392.0,13085.0,13507.0,11708.285714285714,13330.333333333334,0
468,5,1,1,2,2,5260.0,9.0,2012.0,0,0.0,0.0,1,2015,7,3,31,31,0,9458.0,4968.0,6728.0,4917.0,7609.571428571428,6607.7,0
469,6,0,0,2,2,710.0,9.0,2005.0,0,0.0,0.0,1,2015,7,3,4,27,1,12651.0,8871.0,10309.0,13985.0,13836.285714285714,11654.533333333333,0
470,4,0,0,0,2,50.0,0.0,0.0,0,0.0,0.0,0,2015,6,2,25,26,0,10520.0,13908.0,10442.0,14223.0,11225.57142857143,12454.233333333334,0
471,5,0,0,3,0,5300.0,0.0,0.0,1,45.0,2009.0,0,2015,6,2,26,26,0,5403.0,7314.0,5717.0,7220.0,6402.285714285715,7002.4,0
